"date","total_issue_amount","total_paid_off_principle","loan_balance","total_current_principle","overdue_3_principle","overdue_10_principle","overdue_30_principle","overdue_60_principle","overdue_90_principle","overdue_more_than_90_principle","total_paid_off_amount","total_outstanding_amount","total_current_amount","overdue_3_amount","overdue_10_amount","overdue_30_amount","overdue_60_amount","overdue_90_amount","overdue_more_than_90_amount"
"2021-02-24","1181437606777.00000000","913722328795.26400000","267715277981.73600000","144089984101.00000000","3135177901.00000000","4695168039.95000000","9541383000.00000000","11824522246.00000000","10845418274.00000000","83576533539.78600000","1127933050465.05909303","410335980422.60118000","177196375539.00000000","3940293565.00000000","6281923537.94750000","14678828860.00000000","21512540869.00000000","20534694428.00000000","166191323623.65368000"
"2020-07-09","417333093876.00000000","330338098607.25400000","86994995268.74600000","19099284145.40000000","124406400.00000000","182224418.00000000","218315398.52000000","557987642.38400000","11606769852.60000000","55200947411.84200000","403051037595.34031303","147991180804.85496000","23328348586.02080000","154772988.00000000","240496333.00000000","332393602.72000000","976073402.31896000","21462403913.22320000","101496691979.57200000"
"2020-08-28","494749249000.00000000","377882146254.01400000","116867102745.98600000","46158674924.68000000","404460200.00000000","687734400.00000000","1847030019.00000000","1449402617.40000000","268779907.52000000","66050220677.38600000","461625042997.35159303","195384329405.10768000","56442273788.68000000","508258500.00000000","924048347.00000000","2925768857.00000000","2804209720.50280000","533480579.92000000","131246289612.00488000"
"2021-01-14","973068549000.00000000","749007047788.01400000","224061501211.98600000","122567672774.00000000","1658000400.00000000","2825198720.00000000","6314886903.20000000","9696465785.00000000","4913018121.00000000","76085967628.78600000","922504908414.25909303","345728422201.85368000","150523107350.00000000","2088070823.00000000","3776952432.00000000","9856167783.65000000","18432555963.55000000","9807738384.05000000","151243829465.60368000"
"2020-12-23","869810579000.00000000","670616579190.21400000","199193999809.78600000","104520624589.00000000","1426967900.00000000","2917519814.00000000","7449178873.00000000","5693672784.00000000","4715063541.00000000","72470413428.78600000","824725824228.55909303","310755837535.65368000","128725188072.00000000","1773354104.00000000","3882907797.45000000","11772312347.55000000","11159308474.20000000","9414562522.05000000","144028204218.40368000"
"2020-12-05","799938169000.00000000","611180026973.49050000","188758142026.50950000","101035671794.00000000","1457854042.72350000","2661714000.00000000","4058170204.00000000","4740045897.00000000","4437515829.00000000","70366611379.78600000","750973642548.03559303","293938001172.17718000","124055032674.00000000","1850945857.72350000","3618163719.00000000","6431986963.20000000","9282219271.85000000","8863511957.20000000","139836140729.20368000"
"2020-03-29","380821233000.00000000","260153757828.15800000","120667475171.84200000","73868260327.00000000","2637455400.00000000","3539553059.00000000","7350089224.00000000","9754410835.00000000","7168849297.00000000","16345397029.84200000","320460097214.84553600","169607381692.01200000","89137918885.64000000","3259243456.00000000","4656340657.80200000","11545249843.12800000","17997563801.80000000","13326040685.40000000","29685024362.24200000"
"2020-04-05","387250833000.00000000","278346868277.15800000","108903964722.84200000","56085834136.20000000","3770995296.00000000","5416601743.00000000","8078124998.00000000","10029813183.80000000","7701714910.00000000","17817246184.84200000","342974899425.42153600","157442918563.90640000","67755718311.27840000","4676862577.65600000","7125557092.06000000","12673879606.58200000","18480563911.48800000","14305480893.00000000","32424856171.84200000"
"2021-03-18","1321551686777.00000000","1024340274599.41400000","297211412177.58600000","162093860149.00000000","2310598261.00000000","4573268294.00000000","11761434730.85000000","14817489222.95000000","9848164715.00000000","91799905924.78600000","1265623992981.85909303","453610948210.60118000","199275220113.00000000","2911775355.00000000","6109022401.00000000","18052208950.85000000","27096424228.09750000","18350306300.45000000","181815990862.20368000"
"2020-06-02","393465635524.00000000","321584766846.15344400","71880868677.84655600","3103242034.19579200","49001159.04000000","154328657.64000000","751332290.70400000","19056002376.42476400","14076589252.00000000","34686512907.84200000","392047612207.72238394","129966046952.15584471","3693864927.88172071","57125444.92448000","191888478.92568000","1131932516.43480000","35250906870.81716400","25959309145.33000000","63681019567.84200000"
"2020-12-17","846427429000.00000000","649145905759.21400000","197281523240.78600000","104757073362.00000000","1539420032.00000000","3217317791.00000000","6240985382.00000000","5104380184.00000000","4576828941.00000000","71844958668.78600000","798229697167.55909303","306809793351.20368000","128704350572.00000000","1934037502.00000000","4310047463.55000000","9929482410.00000000","10009393023.20000000","9140572122.05000000","142781910258.40368000"
"2020-03-07","313575436000.00000000","206675599375.15800000","106899836624.84200000","69788041147.00000000","1699950839.00000000","2623248516.00000000","6829357648.00000000","7966528438.00000000","6668930897.64200000","11320319139.20000000","254913684924.45153600","148224858118.66600000","84127200743.93600000","2146233010.88800000","3484000422.60000000","10950990699.40000000","14774325932.00000000","12357518318.84200000","20384588991.00000000"
"2020-06-22","403137235524.00000000","324447249330.94600000","78689986193.05400000","10358505872.70280000","70479000.00000000","92405743.13520000","287126265.47000000","2924173804.70400000","22818807590.20000000","42134627916.84200000","395701608432.87769703","138259224836.69677600","12693559350.47751360","85340028.00000000","116818333.31510240","431124937.30496000","5376384808.87480000","42140203155.45240000","77415794223.27200000"
"2020-07-15","425574652228.00000000","333786970120.69400000","91787682107.30600000","23668302904.40000000","376723211.00000000","236536400.00000000","296133389.00000000","395489318.46400000","6601827917.60000000","60207608966.84200000","407308296676.78559303","153773569592.23968000","28906157940.01280000","476213054.18200000","313102950.00000000","452387914.00000000","691665712.44968000","12191135307.70320000","110742906713.89200000"
"2020-11-02","673315089000.00000000","514669127274.81400000","158645961725.18600000","78651156122.40000000","1183351200.00000000","1400232373.00000000","2937028217.00000000","4406619429.00000000","2770473941.00000000","67296541562.78600000","630797799724.53559303","252745295780.05368000","96746723378.40000000","1497263740.00000000","1884398871.00000000","4760365977.85000000","8612213583.20000000","5528236015.00000000","133716094214.60368000"
"2020-11-18","732317229000.00000000","552359376010.14400000","179957852989.85600000","97520751216.07000000","838278400.00000000","1318105304.00000000","3574293880.00000000","4646243741.00000000","3208509305.00000000","68851112263.78600000","677657432406.53559303","281120208144.92368000","120222797742.07000000","1055942173.00000000","1755230486.20000000","5694508857.00000000","9170301314.05000000","6401958429.00000000","136819469143.60368000"
"2021-03-01","1219484186777.00000000","947914762345.41400000","271569424431.58600000","145718110438.00000000","2358509020.00000000","4813150180.00000000","10241215913.80000000","13087727620.00000000","10167954840.00000000","85180845539.78600000","1170463247321.05909303","416749226617.60118000","179243226013.00000000","2984878557.00000000","6444051696.00000000","15689755284.94750000","23931288249.00000000","19064645344.00000000","169391381473.65368000"
"2020-09-28","567777329000.00000000","432866164456.63000000","134911164543.37000000","60504584255.06400000","943266480.00000000","992422800.00000000","2487791997.00000000","2628765541.00000000","1451565017.40000000","65904209572.90600000","529473581194.95159303","219696710888.18768000","74260293165.06400000","1186754180.00000000","1318414360.00000000","3932488826.00000000","5160129552.00000000","2895316316.50280000","130943314488.62088000"
"2020-11-27","762659669000.00000000","580017857928.14400000","182641811071.85600000","97542713197.07000000","1564444905.00000000","1801375600.00000000","3765183784.00000000","4618072741.00000000","3849877905.00000000","69498184059.78600000","712188169570.53559303","285445646697.92368000","120088949447.07000000","1985886223.00000000","2439751860.00000000","6057918143.20000000","9075036456.05000000","7689928629.00000000","138108175939.60368000"
"2020-10-22","631721389000.00000000","482933120048.29400000","148788268951.70600000","71046284814.40000000","607475800.00000000","878523417.00000000","3694072324.00000000","3316727105.00000000","2567901541.00000000","66678725070.30600000","591504814109.01559303","239195952511.57368000","87229263434.40000000","761176332.00000000","1172059518.85000000","5928269343.20000000","6499687958.00000000","5125278691.00000000","132480217234.12368000"
"2020-08-21","479757409000.00000000","367590711037.01400000","112166697962.98600000","41818422350.68000000","410757595.00000000","751950200.00000000","1681522800.00000000","1066223460.40000000","268040419.16000000","66168981137.74600000","448927356344.35159303","189395833247.10768000","51151394306.68000000","519292007.00000000","1013875878.00000000","2617274200.00000000","2067063199.50280000","531943984.84568000","131494989671.07920000"
"2020-08-07","455444062228.00000000","353743960023.01400000","101700102204.98600000","32627018024.68000000","428240000.00000000","485428116.00000000","1224579911.40000000","401423105.52000000","488902190.94400000","66039250856.44200000","431792571266.08759303","176195880740.78768000","40102319862.16000000","540189760.00000000","639285336.00000000","1925000916.50280000","771927626.72000000","964562599.60968000","131252594639.79520000"
"2020-08-30","499137049000.00000000","380424532870.01400000","118712516129.98600000","47797196288.68000000","449492200.00000000","668176600.00000000","1941503099.00000000","1514498199.40000000","297967525.52000000","66038782217.38600000","464768181302.35159303","197754074502.10768000","58469372860.68000000","564350502.00000000","893928387.00000000","3090409351.00000000","2931646071.50280000","592101717.92000000","131212265612.00488000"
"2020-10-28","653657949000.00000000","501197791707.29400000","152460157292.70600000","73892592004.40000000","655932351.00000000","1109229800.00000000","3256476741.00000000","3888833505.00000000","2606321941.00000000","67052212070.30600000","614101777903.01559303","244401371294.57368000","90778196074.40000000","824729837.00000000","1489332329.00000000","5292484431.05000000","7591737194.00000000","5200869895.00000000","133224021534.12368000"
"2020-10-15","614375069000.00000000","471499757928.69400000","142875311071.30600000","65945962151.00000000","481697600.00000000","1363666400.00000000","3177476124.00000000","3184019717.00000000","2331052529.00000000","66392877670.30600000","577341946328.01559303","231194282570.32368000","80995233829.00000000","601401180.00000000","1841170891.00000000","4994336982.20000000","6200428683.00000000","4653532691.00000000","131908178314.12368000"
"2020-04-25","389987335524.00000000","308880686914.58400000","81106648609.41600000","11689658706.77400000","1742081557.60000000","5881623673.20000000","18310357986.00000000","11297987743.00000000","9502665928.00000000","22678813014.84200000","378050786284.85612800","132394350356.70782400","13911803997.48422400","2190093775.77920000","7849348188.55240000","28616018641.78000000","20779335519.87000000","17580298415.60000000","41467451817.64200000"
"2020-05-07","390742335524.00000000","315416222481.33872000","75326113042.66128000","5221698982.40560000","325605263.91968000","1193820454.29400000","15544983430.20000000","16878397868.00000000","9954340893.00000000","26203806150.84200000","388084544136.12268800","130623220469.75907120","5950145435.57902720","381711225.93448000","1604242425.00116400","25280909202.27240000","31023144443.44200000","18375745488.68800000","48007322248.84200000"
"2020-06-17","400369335524.00000000","323706302955.77600000","76663032568.22400000","8257296077.74280000","49639560.00000000","105758741.65520000","377670116.38400000","5391263585.40000000","22387016717.20000000","40090527769.84200000","394766691670.19521703","135812668428.86925600","10104281914.92999360","58966563.72000000","131848804.70510240","574059489.51896000","9967986255.27080000","41323183990.95440000","73652341409.77000000"
"2020-08-18","474254109000.00000000","364709891339.01400000","109544217660.98600000","39398694734.68000000","396286600.00000000","891170800.00000000","1469050000.00000000","944348529.40000000","297122398.46400000","66146744598.44200000","445369926698.35159303","186103655877.10768000","48252831039.68000000","500788544.00000000","1203231996.00000000","2287678736.00000000","1816655668.50280000","586198365.52968000","131456271527.39520000"
"2021-01-20","1001178130005.00000000","770322849769.21400000","230855280235.78600000","126283511964.00000000","2126766202.00000000","3251173960.00000000","6149993966.00000000","10758138474.00000000","5473362184.00000000","76807410605.78600000","949047377078.07509303","355442931387.65368000","155156427450.00000000","2668171972.00000000","4346743870.00000000","9461061395.00000000","20200112171.00000000","10923633110.20000000","152686781419.45368000"
"2020-03-15","342501933000.00000000","226451380671.15800000","116050552328.84200000","39146449818.00000000","670873456.00000000","8282741.00000000","26013238.00000000","4203343508.00000000","6664194707.64200000","13497913099.20000000","248028289412.13153600","92720648871.48200000","47378017995.84000000","800301260.00000000","0.00000000","0.00000000","7756980293.20000000","12377713440.84200000","24407635881.60000000"
"2020-02-19","260621636000.00000000","164145505298.15800000","96476130701.84200000","64502411778.00000000","1607325921.00000000","3099340648.00000000","6008520088.00000000","6520412474.00000000","7523902321.64200000","7210757471.20000000","202811982400.35953600","132226720026.01000000","77678620773.36800000","2028356528.00000000","4157121627.00000000","9547343822.00000000","12115501272.40000000","13903629308.64200000","12796146694.60000000"
"2021-02-27","1204266446777.00000000","936353805803.41400000","267912640973.58600000","143177115640.00000000","2490096740.00000000","4873064700.00000000","9604161613.80000000","12831831420.00000000","10343398840.00000000","84591061139.78600000","1156091816298.05909303","411566545601.60118000","176100272151.00000000","3145595644.00000000","6526036452.00000000","14726031669.94750000","23389628867.00000000","19467144944.00000000","168211835873.65368000"
"2020-10-02","581042089000.00000000","445483768712.63000000","135558320287.37000000","60570859945.06400000","870234324.00000000","1360707200.00000000","2539789927.00000000","2727316541.00000000","1591421399.40000000","65893022070.90600000","545075187232.95159303","220849251787.38768000","74408041998.06400000","1096826958.20000000","1819963880.00000000","4069165194.00000000","5354445072.00000000","3174290898.50280000","130926517786.62088000"
"2020-09-23","554677349000.00000000","419646960026.63000000","135030388973.37000000","61643607445.06400000","497720000.00000000","882964400.00000000","2309981377.00000000","2610843741.00000000","1173952697.40000000","65910760432.90600000","513119507040.95159303","219441794495.18768000","75607640919.06400000","616039960.00000000","1174385963.00000000","3615110842.00000000","5122034046.00000000","2341689296.50280000","130964893468.62088000"
"2021-01-10","954408949000.00000000","734810239597.51400000","219598709402.48600000","119518799744.70000000","1819214120.00000000","2569691140.00000000","6666304482.00000000","8728926786.00000000","4620816897.00000000","75674665352.78600000","904770560954.55909303","339435384217.55368000","146796721306.70000000","2300116934.00000000","3437513838.00000000","10506309077.20000000","16751592302.20000000","9224687573.85000000","150418443185.60368000"
"2020-10-23","634798269000.00000000","486070531419.29400000","148727737580.70600000","70902902443.40000000","592561600.00000000","902500817.00000000","3675652924.00000000","3325659505.00000000","2572141741.00000000","66757759670.30600000","595382453110.01559303","239219353706.57368000","87047802854.40000000","745585895.00000000","1206397436.85000000","5930476453.20000000","6520337222.00000000","5132526091.00000000","132636227754.12368000"
"2020-10-01","577668069000.00000000","442604022608.63000000","135064046391.37000000","60253207559.06400000","851450924.00000000","1286897000.00000000","2555392017.00000000","2701656541.00000000","1540501399.40000000","65876382070.90600000","541515818937.95159303","220136760578.18768000","73998827198.06400000","1067472261.00000000","1715625380.00000000","4082026522.00000000","5309021732.00000000","3073511698.50280000","130890275786.62088000"
"2021-01-13","968230779000.00000000","745549696502.01400000","222681082497.98600000","121628242860.00000000","1606261000.00000000","2740037320.00000000","6287025895.20000000","9597618793.00000000","4845878121.00000000","75975727628.78600000","918192146364.25909303","343818863454.85368000","149375242406.00000000","2018893538.00000000","3662048590.00000000","9807809923.65000000","18256821547.55000000","9673053984.05000000","151024993465.60368000"
"2020-02-26","280148936000.00000000","179491353079.15800000","100657582920.84200000","66435601405.00000000","1659274800.00000000","2650031920.00000000","6893724129.00000000","6975805833.00000000","7199130162.64200000","8840554671.20000000","221667145119.82753600","138613328204.83400000","79991433349.59200000","2091327694.00000000","3511573936.60000000","10947647730.00000000","12957326338.40000000","13343879275.64200000","15770139880.60000000"
"2021-01-31","1060734496777.00000000","819510642055.26400000","241223854721.73600000","131280701672.00000000","1408777600.00000000","4314499700.00000000","8488350089.95000000","10062068240.00000000","6905909584.00000000","78763256955.78600000","1010231407034.45909303","371068206335.60368000","161670550869.00000000","1784910168.00000000","5735779021.00000000","13019859727.95000000","18488969106.00000000","13779875014.20000000","156588262429.45368000"
"2021-02-10","1113028346777.00000000","860973941993.31400000","252054404783.68600000","137921040317.95000000","2081036026.00000000","3129455400.00000000","9676547819.95000000","9834144727.00000000","9024826073.00000000","80387063539.78600000","1061956865680.45909303","386985825514.55368000","169837984257.95000000","2631711620.00000000","4173078786.00000000","14991103399.95000000","17963651033.45000000","17561387677.55000000","159826908739.65368000"
"2021-03-30","1404635676777.00000000","1089734948063.41400000","314900728713.58600000","171823200642.00000000","2992135015.00000000","4582875433.00000000","11565171630.00000000","15904010613.80000000","12968078320.00000000","95064976179.78600000","1346977336180.85909303","479268305403.05118000","211193003524.00000000","3782102098.75000000","6123473257.70000000","17533886813.00000000","28566959459.94750000","24174773656.00000000","187894106593.65368000"
"2020-03-05","306395636000.00000000","201455962864.15800000","104939673135.84200000","68536144557.00000000","1676243200.00000000","2560618836.00000000","6868057668.00000000","7561768838.00000000","6780723637.64200000","10952656399.20000000","248562481652.13153600","145269781806.07400000","82610233089.54400000","2062965936.08800000","3381512145.20000000","10935515423.60000000","14009416845.80000000","12571574166.84200000","19698564199.00000000"
"2020-11-15","719095569000.00000000","543751556559.14400000","175344012440.85600000","92729993967.07000000","1508623400.00000000","1322926904.00000000","3362406917.00000000","4660793804.00000000","3158121317.00000000","68600587251.78600000","666914519243.53559303","274947284391.92368000","114319876289.07000000","1845705280.00000000","1753713416.20000000","5254277640.85000000","9153968793.20000000","6300830829.00000000","136318912143.60368000"
"2020-11-12","711524129000.00000000","539561883050.14400000","171962245949.85600000","90662614376.07000000","692440704.00000000","1359953000.00000000","3168257217.00000000","4649774144.00000000","3065732697.00000000","68362914931.78600000","661701302326.53559303","270521577357.72368000","111730544038.07000000","864700221.00000000","1826243780.00000000","4995384562.85000000","9143595177.20000000","6117117005.00000000","135843992573.60368000"
"2021-01-26","1031832396777.00000000","796060508201.26400000","235771888575.73600000","127223122056.00000000","2529925800.00000000","4393159629.95000000","6926367186.00000000","10696872074.00000000","6292250784.00000000","77709900165.78600000","981023761860.45909303","363034268858.60368000","156549161287.00000000","3155731805.00000000","5835065899.95000000","10586011130.00000000","19862948087.00000000","12558987910.20000000","154486362739.45368000"
"2020-10-31","665211449000.00000000","509224288647.81400000","155987160352.18600000","76595414949.40000000","1046293400.00000000","1195567773.00000000","3050460417.00000000","4242369429.00000000","2686993941.00000000","67170701562.78600000","624054033216.53559303","249143681465.05368000","94156551651.40000000","1322268920.00000000","1610311405.00000000","4953545603.85000000","8279987975.20000000","5362639295.00000000","133458376614.60368000"
"2020-06-21","402564235524.00000000","324280930100.94600000","78283305423.05400000","9930943902.70280000","85327784.00000000","91996320.00520000","294955504.60000000","3313370204.70400000","22840154190.20000000","41722697516.84200000","395494363620.87769703","137769284273.69677600","12166791908.47751360","102731624.00000000","116711769.18510240","446036444.35496000","6107200448.75480000","42169443288.65240000","76660368790.27200000"
"2021-01-29","1050248156777.00000000","812519981840.26400000","237728174936.73600000","128201103306.00000000","1961951800.00000000","4527964580.95000000","7813054190.00000000","10260933640.00000000","6626209584.00000000","78332356955.78600000","1001533423896.45909303","366206260366.60368000","157818771419.00000000","2479432571.00000000","6004962375.95000000","11990376861.00000000","18960415850.00000000","13223302560.20000000","155728998729.45368000"
"2020-03-02","296213936000.00000000","193732929965.15800000","102481006034.84200000","66906208120.00000000","1650664000.00000000","2538335426.00000000","6981649222.00000000","7499129097.00000000","6991521570.64200000","9910038599.20000000","239097054910.19553600","141866732000.13800000","80618041063.69600000","2089493525.00000000","3363483873.20000000","11162425277.60000000","13912536586.80000000","12973711999.64200000","17747039674.20000000"
"2020-11-04","681743489000.00000000","520774322598.81400000","160969166401.18600000","80821901305.00000000","863152093.40000000","1533119173.00000000","2929194017.00000000","4453651429.00000000","2889575941.00000000","67474913562.78600000","638369170050.53559303","255898157844.05368000","99475105446.00000000","1085068716.40000000","2060025879.00000000","4723066261.85000000","8714953911.20000000","5765386415.00000000","134074551214.60368000"
"2020-03-19","356622633000.00000000","236143153310.15800000","120479479689.84200000","78762599366.00000000","1838268000.00000000","3071651603.00000000","6645000806.00000000","9160480788.00000000","6533138074.00000000","14464881052.84200000","290950020393.55553600","166988236497.37800000","94941297892.20800000","2262203156.60000000","4061666122.24000000","10427954738.68800000","16944934380.80000000","12150973973.60000000","26199206233.24200000"
"2021-02-25","1190386536777.00000000","923599616512.26400000","266786920264.73600000","143129805585.00000000","2610886100.00000000","4714274099.95000000","9513007000.00000000","12180190786.00000000","10640982274.00000000","83951543539.78600000","1140241622242.05909303","409822304956.60118000","176014877269.00000000","3375324919.00000000","6368296320.94750000","14778724623.00000000","22240207773.00000000","20104330428.00000000","166940543623.65368000"
"2020-05-22","391878435524.00000000","319460322454.41118800","72418113069.58881200","3179825068.79404800","220725034.21600000","323335404.91200000","3261976778.62476400","23507207822.20000000","10681623975.00000000","31238158985.84200000","389492849891.44152736","130196664993.46488138","3689541540.49898138","253252748.04819200","399315231.49774400","5482612222.49556400","43362089281.65240000","19691202537.03000000","57318651432.24200000"
"2020-08-04","450117262228.00000000","349886704573.01400000","100230557654.98600000","31403094724.68000000","272659400.00000000","567870457.00000000","1071172488.40000000","344464205.52000000","574986370.94400000","65991550008.44200000","427029946616.28759303","174325677674.58768000","38598930115.16000000","337643328.80000000","745098972.00000000","1683530839.50280000","660007645.72000000","1137203296.60968000","131163263476.79520000"
"2020-08-14","467330009000.00000000","361268195131.01400000","106061813868.98600000","36280048009.68000000","450741000.00000000","917288940.00000000","1261311874.40000000","718607418.00000000","345238438.46400000","66087378188.44200000","441115834032.35159303","181699525192.10768000","44509609992.68000000","569653920.00000000","1232383868.00000000","1993152355.50280000","1375662571.00000000","680341346.52968000","131338721138.39520000"
"2021-01-02","917602209000.00000000","688546458468.51400000","229055750531.48600000","112510757803.70000000","1646234360.00000000","1764650890.00000000","7793612947.00000000","7160719984.00000000","4635529617.00000000","74338368352.78600000","847174898303.55909303","326025518247.55368000","138428298914.70000000","2122714168.00000000","2388591560.20000000","12194768694.00000000","13881783371.20000000","9249587073.85000000","147759774465.60368000"
"2020-06-27","405665293876.00000000","325659020255.30400000","80006273620.69600000","11896987112.00000000","47414000.00000000","102197620.00000000","223867855.31000000","1303185804.34400000","21675159492.20000000","44753601736.84200000","397241746094.95031303","139747081096.76016000","14578978690.65600000","57661636.00000000","131173102.00000000","338567711.57928000","2343808374.80048000","40056167130.61240000","82240724451.11200000"
"2020-02-18","257655436000.00000000","162174488524.15800000","95480947475.84200000","63835758200.00000000","1493468321.00000000","3238499400.00000000","5857489688.00000000","6560436074.00000000","7440668521.64200000","7051167271.20000000","200415747217.35953600","130825254465.01000000","76884767158.36800000","1888137950.00000000","4332118445.80000000","9284027620.00000000","12187688723.60000000","13743879435.84200000","12504635131.40000000"
"2021-03-06","1251690526777.00000000","972950176190.41400000","278740350586.58600000","150676859851.00000000","1823208610.00000000","4365134132.00000000","11831008413.80000000","13164788120.00000000","9862886640.00000000","87014553939.78600000","1201594215551.05909303","427203335303.60118000","185385952294.00000000","2301415386.00000000","5840607791.00000000","18205205389.94750000","24188614721.00000000","18383850382.00000000","172897689339.65368000"
"2020-11-08","695487689000.00000000","529808760426.14400000","165678928573.85600000","84765199671.07000000","927843700.00000000","1604730400.00000000","2811128190.00000000","4643922744.00000000","2957009097.00000000","67968535891.78600000","649597780249.53559303","262244165891.72368000","104383343401.07000000","1166093149.00000000","2168117628.00000000","4471998941.85000000","9095388657.20000000","5900650581.00000000","135058573533.60368000"
"2021-02-20","1162463876777.00000000","898739127116.26400000","263724749660.73600000","143355233908.00000000","2590523600.00000000","4367356952.95000000","9522389280.00000000","10650020626.00000000","10780282874.00000000","82455151539.78600000","1109107306890.40909303","404263430049.60118000","176426897946.00000000","3280355237.00000000","5845509552.94750000","14797097999.00000000","19397160547.00000000","20561549428.00000000","163954859339.65368000"
"2020-09-26","562526409000.00000000","427900834769.63000000","134625574230.37000000","60693958062.06400000","800240880.00000000","841288000.00000000","2410982397.00000000","2604461141.00000000","1365363497.40000000","65905221372.90600000","523329884430.95159303","219176073880.18768000","74468702041.06400000","1007612440.00000000","1120113480.00000000","3795520310.00000000","5111504384.00000000","2722165996.50280000","130950455228.62088000"
"2020-09-10","530188789000.00000000","400834030218.01400000","129354758781.98600000","57327669541.68000000","613526159.00000000","990934600.00000000","1726986612.00000000","2278464798.40000000","465042725.52000000","65951334345.38600000","489813144106.35159303","211560321765.40368000","70299637236.68000000","760999179.00000000","1315301595.00000000","2779838441.00000000","4432079727.50280000","927178037.72000000","131045287548.50088000"
"2021-03-21","1337939326777.00000000","1036088248308.41400000","301851078468.58600000","164607503922.00000000","2640216832.00000000","4601374601.00000000","11610421060.00000000","15198187333.80000000","10357812826.00000000","92835271013.78600000","1280247762363.85909303","460287723157.60118000","202323823649.00000000","3340985743.00000000","6148758393.00000000","17756600394.00000000","27674247228.94750000","19307146522.00000000","183736161227.65368000"
"2020-04-28","390173635524.00000000","311659526433.78400000","78514109090.21600000","8252539656.57400000","1566313320.00000000","4173228905.60000000","19305044722.20000000","11993426791.00000000","9726248880.00000000","23493846814.84200000","382118424981.50412800","130655995347.45742400","9650233950.45382400","1977107018.00000000","5593813710.27920000","30418532272.61240000","22056854065.67000000","17985699034.80000000","42973755295.64200000"
"2020-06-12","396440835524.00000000","323078834007.73669440","73362001516.26330560","4814693107.11282560","83928815.00000000","144613418.84000000","456273654.86848000","9542274948.60000000","19984314322.00000000","38331443249.84200000","393958419218.72089265","131786455768.70327158","5867481418.92183158","97645561.64000000","181249456.69208000","697450828.25416000","17655398520.22320000","36878968654.24200000","70408261328.73000000"
"2020-09-29","570677849000.00000000","435464778308.63000000","135213070691.37000000","60687112783.06400000","918099600.00000000","1083165080.00000000","2487138797.00000000","2656964541.00000000","1478417399.40000000","65903613610.90600000","532700542946.95159303","220146326668.18768000","74495270933.06400000","1156232380.00000000","1442265920.00000000","3947607238.00000000","5218807072.00000000","2948588698.50280000","130937554426.62088000"
"2020-04-19","389567135524.00000000","302381499957.26400000","87185635566.73600000","19924762866.80000000","3729410423.20000000","7795347345.89400000","14867567704.00000000","10468682152.00000000","9215185860.00000000","21181219214.84200000","370356825036.17612800","136949355300.80400000","24052208630.10560000","4647796885.35240000","10352440398.77400000","22883531562.36200000","19249179810.56800000","17074769864.00000000","38689428149.64200000"
"2020-08-26","489361469000.00000000","373948897146.01400000","115412571853.98600000","44757340919.68000000","378657200.00000000","704172095.00000000","1851975385.00000000","1336816217.40000000","247979907.52000000","66134830129.38600000","456788852989.35159303","193538256702.10768000","54702436342.68000000","474169600.00000000","944184163.00000000","2917474608.00000000","2592209336.50280000","491955779.92000000","131415826872.00488000"
"2021-02-19","1156974466777.00000000","895261033536.26400000","261713433240.73600000","142075178588.00000000","2507714577.00000000","4332623675.95000000","9487418680.00000000","10411597426.00000000","10685329274.00000000","82211380139.78600000","1104756660435.40909303","401342005652.60118000","174869806655.00000000","3147471786.85000000","5782321787.09750000","14715671594.00000000","18946465662.00000000","20412605828.00000000","163467662339.65368000"
"2020-09-19","547227889000.00000000","414124234139.63000000","133103654860.37000000","60138902150.06400000","460990000.00000000","978797200.00000000","2093494369.00000000","2506372411.00000000","995668217.40000000","65925071632.90600000","506262546391.95159303","216794135817.18768000","73754893741.06400000","578243080.00000000","1303249483.00000000","3268679088.00000000","4910013860.00000000","1985024496.50280000","130994032068.62088000"
"2021-01-11","959430479000.00000000","738508252360.31400000","220922226639.68600000","120562675817.70000000","1746504180.00000000","2633888880.00000000","6438162855.20000000","9086265873.00000000","4695252201.00000000","75759185952.78600000","909375723801.55909303","341272797527.55368000","148085742759.70000000","2208968268.00000000","3528685355.00000000","10119122335.65000000","17370320759.55000000","9372305984.05000000","150587652065.60368000"
"2020-11-26","758282329000.00000000","575219444453.14400000","183062884546.85600000","98250835761.07000000","1469900616.00000000","1758083800.00000000","3779002584.00000000","4652532541.00000000","3721821905.00000000","69429748459.78600000","706207204947.53559303","285872352530.92368000","121012823683.07000000","1856482571.00000000","2377590260.00000000","6075715351.20000000","9146611697.05000000","7433455629.00000000","137969673339.60368000"
"2020-07-05","410548093876.00000000","328507722291.25400000","82040371584.74600000","14109930566.40000000","113580000.00000000","144710218.00000000","198585787.52000000","652077008.38400000","15544340916.60000000","51272087087.84200000","400786575843.34031303","142053387509.85496000","17279270711.02080000","140627680.00000000","190818655.00000000","302454709.72000000","1143867908.31896000","28740804690.82320000","94255543154.97200000"
"2020-07-13","423255652228.00000000","332570191439.25400000","90685460788.74600000","22661707825.40000000","271750000.00000000","223336400.00000000","260599429.00000000","443778257.90400000","8306504084.60000000","58512724791.84200000","405793849730.79631303","152472089489.67896000","27680672647.84480000","348976261.00000000","298006113.00000000","401717955.00000000","777784072.23896000","15352838440.10320000","107612094000.49200000"
